,labels_t,labels_r,Web_Page_URL,Tweet_Website,Author_Name,Tweet_Timestamp,Tweet_Content,Tweet_Number_of_Likes,Tweet_Number_of_Retweets,Tweet_Number_of_Reviews,Tweet_Number_of_share,Comment_Content,datetime,stars_t,stars_r,Tweet_Website_n,Web_Page_URL_n,tweet_id,name,year,month,year_month
844,2 stars,2 stars,https://twitter.com/bbva,https://twitter.com/bbva/status/1299738753158782976,bbva,1598716841000.0,"Pagos por QR, 'superapps'... Los pagos #digitales no han dejado de evolucionar en los últimos años . Analizamos esta tendencia en las distintas partes del mundo . ¡Mira! ",9.0,3.0,1.0,0,"Pagos por QR, 'superapps'... Los pagos #digitales no han dejado de evolucionar en los últimos años . Analizamos esta tendencia en las distintas partes del mundo . ¡Mira! ",2020-08-29 16:00:41,2,2,https://twitter.com/bbva/status/1299738753158782976,https://twitter.com/bbva,1299738753158782976,bbva,2020,8,2020-08-01
845,5 stars,5 stars,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/ING_es/status/1305439216130756613,ING_es,1600075937000.0,"Comprar una vivienda es una decisión importante porque seguramente será la mayor inversión de tu vida. 
    
    Por eso, hemos creado ""Para entrar a vivir"", una herramienta interactiva que te ayuda durante todo el proceso de solicitud de una hipoteca.
    
    ",15.0,5.0,11.0,0,"Hola, Jose. Sentimos muchísimo que tengas esta impresión de nosotros, si podemos ayudarte en algo desde aquí, por favor, no dudes en escribirnos. Un saludo.",2020-09-14 09:32:17,5,5,https://twitter.com/ING_es/status/1305439216130756613,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1305439216130756613,ING_es,2020,9,2020-09-01
846,5 stars,5 stars,https://twitter.com/BancoSabadell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/BancoSabadell/status/1295782517337919488,BancoSabadell,1597773601000.0,"#SabadellHubEmpresa | , dir. Negocio #TPV y #eCommerce , y , consultor en , repasan en este webinar las claves a tener en cuenta antes de lanzar un comercio online   #EstarDondeEstés #SomosSabadell",4.0,3.0,1.0,0,"#SabadellHubEmpresa | , dir. Negocio #TPV y #eCommerce , y , consultor en , repasan en este webinar las claves a tener en cuenta antes de lanzar un comercio online   #EstarDondeEstés #SomosSabadell",2020-08-18 18:00:01,5,5,https://twitter.com/BancoSabadell/status/1295782517337919488,https://twitter.com/BancoSabadell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1295782517337919488,BancoSabadell,2020,8,2020-08-01
847,2 stars,4 stars,https://twitter.com/bbva,https://twitter.com/bbva/status/1299640472890232834,bbva,1598693409000.0,El perfil de la persona que sufre adicción al #juego y a las #apuestas es cada vez más joven.  Te contamos las claves para evitar que este fenómeno se acentúe ,6.0,2.0,1.0,0,"Hola, para una atención más personalizada te recomendamos que contactes con los canales de atención en tu país. Los puedes encontrar en este enlace:  Gracias, un saludo.",2020-08-29 09:30:09,2,4,https://twitter.com/bbva/status/1299640472890232834,https://twitter.com/bbva,1299640472890232834,bbva,2020,8,2020-08-01
848,5 stars,1 star,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/ING_es/status/1305439216130756613,ING_es,1600075937000.0,"Comprar una vivienda es una decisión importante porque seguramente será la mayor inversión de tu vida. 
    
    Por eso, hemos creado ""Para entrar a vivir"", una herramienta interactiva que te ayuda durante todo el proceso de solicitud de una hipoteca.
    
    ",15.0,5.0,11.0,0,"Probaré con EVO, después de dos meses mareandome he decidido no enviar más documentos
     Mi impresión es que son ustedes unos inútiles. Pero debe ser mi impresión.
    Si alguien lee esto yo le recomendaría no empezar con ING son unos incapaces.",2020-09-14 09:32:17,5,1,https://twitter.com/ING_es/status/1305439216130756613,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1305439216130756613,ING_es,2020,9,2020-09-01
849,5 stars,5 stars,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/caixabank/status/1282729130543534088,caixabank,1594661431000.0,"Os dejamos todo el encuentro de #PauResponde para revivir de nuevo este momento que nos ha regalado  y   Gracias Pau, toda una leyenda del baloncesto 
     
    #SomosEquipo
    #CreemosEnElBaloncesto
    #Contigo EN DIRECTO #PauResponde | @pauGasol YA está respondiendo a vuestras preguntas en @TwitterLive 
    
    @basketlover | @caixabank | @Finetwork | @Nike | #SomosEquipo 
    
    https://twitter.com/i/broadcasts/1eaJbzyVmNZJX…",6.0,3.0,1.0,0,"Os dejamos todo el encuentro de #PauResponde para revivir de nuevo este momento que nos ha regalado  y   Gracias Pau, toda una leyenda del baloncesto 
     
    #SomosEquipo
    #CreemosEnElBaloncesto
    #Contigo EN DIRECTO #PauResponde | @pauGasol YA está respondiendo a vuestras preguntas en @TwitterLive 
    
    @basketlover | @caixabank | @Finetwork | @Nike | #SomosEquipo 
    
    https://twitter.com/i/broadcasts/1eaJbzyVmNZJX…",2020-07-13 17:30:31,5,5,https://twitter.com/caixabank/status/1282729130543534088,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1282729130543534088,caixabank,2020,7,2020-07-01
850,4 stars,1 star,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1288796338033958912,bancosantander,1596107966000.0,"En Santander sabemos la importancia que tienen las pymes en nuestra economía y también las dificultades a las que se están enfrentando durante la crisis de la covid-19. Por eso tomamos medidas para apoyarlas en nuestros mercados. 
    
    Conócelas aquí ",719.0,113.0,28.0,0,Un desastre este banco en Argentina y creo me quedo corto... se siguen manejando como hace 25 años...,2020-07-30 11:19:26,4,1,https://twitter.com/bancosantander/status/1288796338033958912,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1288796338033958912,bancosantander,2020,7,2020-07-01
851,1 star,2 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1276802452793159686,Bankia,1593248401000.0,"¡Lanzamos #BankiaShop!
    Donde los productos que se pueden adquirir los financiamos a nuestros clientes al 0% TAE:
     Las mejores marcas
     Ofertas exclusivas.
     Sin gastos de envío.
     Hasta 30 días de devoluciones gratuitas.",136.0,43.0,45.0,0,"He comparado precios de los productos que ofrecéis con precios de mercado y los vuestros son mucho más caros , vamos que va el interés y más, por cierto soy cliente vuestro , estoy contento con Bankia pero en esto no",2020-06-27 09:00:01,1,2,https://twitter.com/Bankia/status/1276802452793159686,https://twitter.com/Bankia,1276802452793159686,Bankia,2020,6,2020-06-01
852,4 stars,5 stars,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1288796338033958912,bancosantander,1596107966000.0,"En Santander sabemos la importancia que tienen las pymes en nuestra economía y también las dificultades a las que se están enfrentando durante la crisis de la covid-19. Por eso tomamos medidas para apoyarlas en nuestros mercados. 
    
    Conócelas aquí ",719.0,113.0,28.0,0,Animooooo,2020-07-30 11:19:26,4,5,https://twitter.com/bancosantander/status/1288796338033958912,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1288796338033958912,bancosantander,2020,7,2020-07-01
853,2 stars,3 stars,https://twitter.com/bbva,https://twitter.com/bbva/status/1299640472890232834,bbva,1598693409000.0,El perfil de la persona que sufre adicción al #juego y a las #apuestas es cada vez más joven.  Te contamos las claves para evitar que este fenómeno se acentúe ,6.0,2.0,1.0,0,Como puedo contactar el servicio de atención al cliente?,2020-08-29 09:30:09,2,3,https://twitter.com/bbva/status/1299640472890232834,https://twitter.com/bbva,1299640472890232834,bbva,2020,8,2020-08-01
854,5 stars,3 stars,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/ING_es/status/1305439216130756613,ING_es,1600075937000.0,"Comprar una vivienda es una decisión importante porque seguramente será la mayor inversión de tu vida. 
    
    Por eso, hemos creado ""Para entrar a vivir"", una herramienta interactiva que te ayuda durante todo el proceso de solicitud de una hipoteca.
    
    ",15.0,5.0,11.0,0,"Hola, nos alegra que estés a gusto con la Hipoteca NARANJA y sentimos que no ocurra igual con el seguro. Las condiciones que rigen el préstamo son las acordadas en escritura pública. Por supuesto, puedes modificar el seguro si así lo deseas. Un saludo.",2020-09-14 09:32:17,5,3,https://twitter.com/ING_es/status/1305439216130756613,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1305439216130756613,ING_es,2020,9,2020-09-01
855,4 stars,1 star,https://twitter.com/BancoSabadell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/BancoSabadell/status/1293473055902257152,BancoSabadell,1597222982000.0,"Descubre las soluciones de #TPV de  para ayudarte a adaptar tu negocio a la situación actual  #eCommerce
    #EstarDondeEstés #SomosSabadell",2.0,0.0,0.0,0,undefined,2020-08-12 09:03:02,4,1,https://twitter.com/BancoSabadell/status/1293473055902257152,https://twitter.com/BancoSabadell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1293473055902257152,BancoSabadell,2020,8,2020-08-01
856,5 stars,1 star,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/BaloncestoESP/status/1282668715201503233,BaloncestoESP,1594647027000.0," Londres 2012 | Un CROMO que no puede faltar en la colección 
    
    Un ICONO de la #SelMAS 
    
     Juan Carlos Navarro 
    
     DESCARGA AQUÍ 
    
    
    El álbum de las Selecciones |  | #SomosEquipo",11.0,3.0,0.0,0,undefined,2020-07-13 13:30:27,5,1,https://twitter.com/BaloncestoESP/status/1282668715201503233,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1282668715201503233,caixabank,2020,7,2020-07-01
857,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1276802452793159686,Bankia,1593248401000.0,"¡Lanzamos #BankiaShop!
    Donde los productos que se pueden adquirir los financiamos a nuestros clientes al 0% TAE:
     Las mejores marcas
     Ofertas exclusivas.
     Sin gastos de envío.
     Hasta 30 días de devoluciones gratuitas.",136.0,43.0,45.0,0,"Los bancos se han convertido en ultramarinos. Sartenes, vajillas.... Pero eso si, ahora  te cobra mínimo 6 euros mensuales de comisiones si no te vinculas y si ya eres cliente no te da opción a abrirte una cuenta ON a cero comisiones. 
    Todo muy comercial",2020-06-27 09:00:01,1,1,https://twitter.com/Bankia/status/1276802452793159686,https://twitter.com/Bankia,1276802452793159686,Bankia,2020,6,2020-06-01
858,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1276802452793159686,Bankia,1593248401000.0,"¡Lanzamos #BankiaShop!
    Donde los productos que se pueden adquirir los financiamos a nuestros clientes al 0% TAE:
     Las mejores marcas
     Ofertas exclusivas.
     Sin gastos de envío.
     Hasta 30 días de devoluciones gratuitas.",136.0,43.0,45.0,0,"Que bello es vivir, sin Bankia claro, preferentes 2.0 q te pillen confesado si caes",2020-06-27 09:00:01,1,1,https://twitter.com/Bankia/status/1276802452793159686,https://twitter.com/Bankia,1276802452793159686,Bankia,2020,6,2020-06-01
859,5 stars,5 stars,https://twitter.com/BancoSabadell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/BancoSabadell/status/1293479842147696642,BancoSabadell,1597224600000.0,. ha alcanzado los 10M de usuarios y lo celebra con un sorteo diario durante 10 días en su perfil de Instagram. Descubre cómo utilizar #Bizum a través de #SabadellWallet en: ,11.0,4.0,1.0,0,"Hola, Alberto, soy Iris. En relación con tu consulta, te hemos dado respuesta por DM para poder seguir revisándola. ¡Muchas gracias! ^Iris",2020-08-12 09:30:00,5,5,https://twitter.com/BancoSabadell/status/1293479842147696642,https://twitter.com/BancoSabadell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1293479842147696642,BancoSabadell,2020,8,2020-08-01
860,2 stars,2 stars,https://twitter.com/bbva,https://twitter.com/bbva/status/1299640472890232834,bbva,1598693409000.0,El perfil de la persona que sufre adicción al #juego y a las #apuestas es cada vez más joven.  Te contamos las claves para evitar que este fenómeno se acentúe ,6.0,2.0,1.0,0,El perfil de la persona que sufre adicción al #juego y a las #apuestas es cada vez más joven.  Te contamos las claves para evitar que este fenómeno se acentúe ,2020-08-29 09:30:09,2,2,https://twitter.com/bbva/status/1299640472890232834,https://twitter.com/bbva,1299640472890232834,bbva,2020,8,2020-08-01
861,4 stars,3 stars,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1288796338033958912,bancosantander,1596107966000.0,"En Santander sabemos la importancia que tienen las pymes en nuestra economía y también las dificultades a las que se están enfrentando durante la crisis de la covid-19. Por eso tomamos medidas para apoyarlas en nuestros mercados. 
    
    Conócelas aquí ",719.0,113.0,28.0,0,Hola puede ser que tengan un sistema de atención tan vetusto. Hace horas que intento comunicarme.,2020-07-30 11:19:26,4,3,https://twitter.com/bancosantander/status/1288796338033958912,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1288796338033958912,bancosantander,2020,7,2020-07-01
862,5 stars,1 star,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/ING_es/status/1305439216130756613,ING_es,1600075937000.0,"Comprar una vivienda es una decisión importante porque seguramente será la mayor inversión de tu vida. 
    
    Por eso, hemos creado ""Para entrar a vivir"", una herramienta interactiva que te ayuda durante todo el proceso de solicitud de una hipoteca.
    
    ",15.0,5.0,11.0,0,"Vuestra hipoteca, que tengo desde 2008 es estupenda. El seguro vinculado de Mapfre no. He querido cambiarlo y me dicen que suben el diferencial. ¿No va eso en contra del art 17.3 de la ley de contratos de crédito inmobiliario? El seguro de  es igual d bueno",2020-09-14 09:32:17,5,1,https://twitter.com/ING_es/status/1305439216130756613,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1305439216130756613,ING_es,2020,9,2020-09-01
863,5 stars,5 stars,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/caixabank/status/1282723094675836930,caixabank,1594659992000.0,"¡Felicidades al  por el ascenso a primera de la ! 
    Esperamos que disfrutéis con toda vuestra afición de este gran momento! 
    CaixaBank, patrocinador oficial del Cádiz Club de Fútbol
    #ElFútbolDeTodos",38.0,10.0,1.0,0,"¡Felicidades al  por el ascenso a primera de la ! 
    Esperamos que disfrutéis con toda vuestra afición de este gran momento! 
    CaixaBank, patrocinador oficial del Cádiz Club de Fútbol
    #ElFútbolDeTodos",2020-07-13 17:06:32,5,5,https://twitter.com/caixabank/status/1282723094675836930,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1282723094675836930,caixabank,2020,7,2020-07-01
864,1 star,1 star,https://twitter.com/bbva,https://twitter.com/bbva/status/1299421874930278400,bbva,1598641291000.0, Los cliente de  aumentan en más de un 270% el uso de la aplicación móvil para enviar y recibir divisas  . ¡Te lo contamos! ,4.0,0.0,0.0,0,undefined,2020-08-28 19:01:31,1,1,https://twitter.com/bbva/status/1299421874930278400,https://twitter.com/bbva,1299421874930278400,bbva,2020,8,2020-08-01
865,4 stars,5 stars,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1288796338033958912,bancosantander,1596107966000.0,"En Santander sabemos la importancia que tienen las pymes en nuestra economía y también las dificultades a las que se están enfrentando durante la crisis de la covid-19. Por eso tomamos medidas para apoyarlas en nuestros mercados. 
    
    Conócelas aquí ",719.0,113.0,28.0,0,¡Hola Sergio! Te contamos que no sólo atendemos en nuestras sucursales y vía telefónica. También estamos en Chat desde tu Online Banking y aquí en redes sociales. Aguardamos tu consulta para ayudarte. ¡Gracias!,2020-07-30 11:19:26,4,5,https://twitter.com/bancosantander/status/1288796338033958912,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1288796338033958912,bancosantander,2020,7,2020-07-01
866,5 stars,5 stars,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/Emprendedor_XXI/status/1282674099022684161,Emprendedor_XXI,1594648310000.0,"""Investors Day - EmprendedorXXI""
    
    Los próximos 16 y 17 de julio, descubre a las +30 startups ganadoras de los Premios Emprendedor XXI, concreta 1:2:1 con ellas y conoce en profundidad los proyectos emprendedores. 
    
    ¡No te lo pierdas! ",11.0,8.0,2.0,0,"""Investors Day - EmprendedorXXI""
    
    Los próximos 16 y 17 de julio, descubre a las +30 startups ganadoras de los Premios Emprendedor XXI, concreta 1:2:1 con ellas y conoce en profundidad los proyectos emprendedores. 
    
    ¡No te lo pierdas! ",2020-07-13 13:51:50,5,5,https://twitter.com/Emprendedor_XXI/status/1282674099022684161,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1282674099022684161,caixabank,2020,7,2020-07-01
867,5 stars,1 star,https://twitter.com/BancoSabadell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/BancoSabadell/status/1293479842147696642,BancoSabadell,1597224600000.0,. ha alcanzado los 10M de usuarios y lo celebra con un sorteo diario durante 10 días en su perfil de Instagram. Descubre cómo utilizar #Bizum a través de #SabadellWallet en: ,11.0,4.0,1.0,0,"Hola, de la noche a la mañana me ha dejado de funcionar la app Sabadell Wallet.
    He intentado desinstalar y volver a instalar, y mi sorpresa es que ahora me dice que la app no es compatible con mi dispositivo.
    Mi teléfono es Huawei p20 pro con versión Android 10. 
    Podrían ayudarme",2020-08-12 09:30:00,5,1,https://twitter.com/BancoSabadell/status/1293479842147696642,https://twitter.com/BancoSabadell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1293479842147696642,BancoSabadell,2020,8,2020-08-01
868,2 stars,5 stars,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/ING_es/status/1282037865296408576,ING_es,1594496620000.0,"Debido a una incidencia en uno de nuestros proveedores externos, es posible que durante las próximas horas no puedas operar con nuestra app. 
    
    Estamos trabajando para que puedas volver a usarla lo antes posible. 
    
    Mientras tanto, te contamos qué puedes hacer.
    ",43.0,13.0,37.0,0,Os pedimos mil disculpas y os iremos informando con cualquier novedad. Gracias por vuestra comprensión.,2020-07-11 19:43:40,2,5,https://twitter.com/ING_es/status/1282037865296408576,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1282037865296408576,ING_es,2020,7,2020-07-01
869,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1276802452793159686,Bankia,1593248401000.0,"¡Lanzamos #BankiaShop!
    Donde los productos que se pueden adquirir los financiamos a nuestros clientes al 0% TAE:
     Las mejores marcas
     Ofertas exclusivas.
     Sin gastos de envío.
     Hasta 30 días de devoluciones gratuitas.",136.0,43.0,45.0,0,¿Bankia no era una estafa piramidal?,2020-06-27 09:00:01,1,1,https://twitter.com/Bankia/status/1276802452793159686,https://twitter.com/Bankia,1276802452793159686,Bankia,2020,6,2020-06-01
870,5 stars,1 star,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/BaloncestoESP/status/1281581941964386305,BaloncestoESP,1594387920000.0," Pekín 2008 | La consolidación olímpica de la #SelFEM 
    
    Los siguientes Juegos de nuestras chicas traerían una  HISTÓRICA 
    
     EL EQUIPO 
    
     DESCARGA AQUÍ 
    
    
    El álbum de las Selecciones |  | #SomosEquipo",14.0,4.0,0.0,0,undefined,2020-07-10 13:32:00,5,1,https://twitter.com/BaloncestoESP/status/1281581941964386305,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1281581941964386305,caixabank,2020,7,2020-07-01
871,4 stars,1 star,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1288796338033958912,bancosantander,1596107966000.0,"En Santander sabemos la importancia que tienen las pymes en nuestra economía y también las dificultades a las que se están enfrentando durante la crisis de la covid-19. Por eso tomamos medidas para apoyarlas en nuestros mercados. 
    
    Conócelas aquí ",719.0,113.0,28.0,0,"voy nueve llamadas, me hacen volver al menú original cada vez que llamo. No responden. Les importa muy poco el cliente.",2020-07-30 11:19:26,4,1,https://twitter.com/bancosantander/status/1288796338033958912,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1288796338033958912,bancosantander,2020,7,2020-07-01
872,1 star,5 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1276802452793159686,Bankia,1593248401000.0,"¡Lanzamos #BankiaShop!
    Donde los productos que se pueden adquirir los financiamos a nuestros clientes al 0% TAE:
     Las mejores marcas
     Ofertas exclusivas.
     Sin gastos de envío.
     Hasta 30 días de devoluciones gratuitas.",136.0,43.0,45.0,0,Son unos HIJOS DE PUTA Ladrones que lo sepan!!!!!,2020-06-27 09:00:01,1,5,https://twitter.com/Bankia/status/1276802452793159686,https://twitter.com/Bankia,1276802452793159686,Bankia,2020,6,2020-06-01
873,2 stars,3 stars,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/ING_es/status/1282037865296408576,ING_es,1594496620000.0,"Debido a una incidencia en uno de nuestros proveedores externos, es posible que durante las próximas horas no puedas operar con nuestra app. 
    
    Estamos trabajando para que puedas volver a usarla lo antes posible. 
    
    Mientras tanto, te contamos qué puedes hacer.
    ",43.0,13.0,37.0,0,"iOS: Nos va a llevar un poco más de tiempo y seguramente durante el día de mañana domingo no estará disponible. Mientras, puedes operar en  con la confirmación vía SMS.",2020-07-11 19:43:40,2,3,https://twitter.com/ING_es/status/1282037865296408576,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1282037865296408576,ING_es,2020,7,2020-07-01
874,5 stars,1 star,https://twitter.com/bbva,https://twitter.com/bbva/status/1299450457799221248,bbva,1598648106000.0,América Latina muestra cada vez más interés con las finanzas sostenibles . ¿Cómo avanza este compromiso en cada uno de los países? . Te lo contamos en este #BBVApodcast  ,5.0,0.0,1.0,0,"¿Por qué en la App BBVA me OBLIGA a registrar ""facial"" para usar mi cuenta?",2020-08-28 20:55:06,5,1,https://twitter.com/bbva/status/1299450457799221248,https://twitter.com/bbva,1299450457799221248,bbva,2020,8,2020-08-01
875,5 stars,5 stars,https://twitter.com/BancoSabadell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/BancoSabadell/status/1293479842147696642,BancoSabadell,1597224600000.0,. ha alcanzado los 10M de usuarios y lo celebra con un sorteo diario durante 10 días en su perfil de Instagram. Descubre cómo utilizar #Bizum a través de #SabadellWallet en: ,11.0,4.0,1.0,0,. ha alcanzado los 10M de usuarios y lo celebra con un sorteo diario durante 10 días en su perfil de Instagram. Descubre cómo utilizar #Bizum a través de #SabadellWallet en: ,2020-08-12 09:30:00,5,5,https://twitter.com/BancoSabadell/status/1293479842147696642,https://twitter.com/BancoSabadell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1293479842147696642,BancoSabadell,2020,8,2020-08-01
876,4 stars,1 star,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1288796338033958912,bancosantander,1596107966000.0,"En Santander sabemos la importancia que tienen las pymes en nuestra economía y también las dificultades a las que se están enfrentando durante la crisis de la covid-19. Por eso tomamos medidas para apoyarlas en nuestros mercados. 
    
    Conócelas aquí ",719.0,113.0,28.0,0,"Eso debe ser en España,aquí únicamente le ofrecen al que no nesecita. Lo único que hacen es prestar el dinero,con  garantía real al 48% UNA BICOCA LA USURA. Y NO ES EL UNICO.",2020-07-30 11:19:26,4,1,https://twitter.com/bancosantander/status/1288796338033958912,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1288796338033958912,bancosantander,2020,7,2020-07-01
877,5 stars,5 stars,https://twitter.com/bbva,https://twitter.com/bbva/status/1299450457799221248,bbva,1598648106000.0,América Latina muestra cada vez más interés con las finanzas sostenibles . ¿Cómo avanza este compromiso en cada uno de los países? . Te lo contamos en este #BBVApodcast  ,5.0,0.0,1.0,0,América Latina muestra cada vez más interés con las finanzas sostenibles . ¿Cómo avanza este compromiso en cada uno de los países? . Te lo contamos en este #BBVApodcast  ,2020-08-28 20:55:06,5,5,https://twitter.com/bbva/status/1299450457799221248,https://twitter.com/bbva,1299450457799221248,bbva,2020,8,2020-08-01
878,1 star,5 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1276802452793159686,Bankia,1593248401000.0,"¡Lanzamos #BankiaShop!
    Donde los productos que se pueden adquirir los financiamos a nuestros clientes al 0% TAE:
     Las mejores marcas
     Ofertas exclusivas.
     Sin gastos de envío.
     Hasta 30 días de devoluciones gratuitas.",136.0,43.0,45.0,0,"Hola de nuevo, Miguel. Como te indicamos por privado, trasladamos tu caso al departamento responsable para que revisen en detalle si estás cumpliendo el perfil digital, por lo que se pondrán en contacto contigo lo antes posible. ¡Un saludo!",2020-06-27 09:00:01,1,5,https://twitter.com/Bankia/status/1276802452793159686,https://twitter.com/Bankia,1276802452793159686,Bankia,2020,6,2020-06-01
879,2 stars,5 stars,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/ING_es/status/1282037865296408576,ING_es,1594496620000.0,"Debido a una incidencia en uno de nuestros proveedores externos, es posible que durante las próximas horas no puedas operar con nuestra app. 
    
    Estamos trabajando para que puedas volver a usarla lo antes posible. 
    
    Mientras tanto, te contamos qué puedes hacer.
    ",43.0,13.0,37.0,0,"ANDROID: Entra en el Play Store y descarga la nueva versión de la aplicación. Si tienes algún problema durante este proceso, no dudes en escribirnos.",2020-07-11 19:43:40,2,5,https://twitter.com/ING_es/status/1282037865296408576,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1282037865296408576,ING_es,2020,7,2020-07-01
